,date,contents,city,city_in_disaster
170,2013-04-15T22:50:15.000Z,Idk About Going To The Fair Cause Last Time I Almost Fuckin Died,atlanta,0
193,2013-04-15T19:06:57.000Z,"Much love to @PrettyyBlueEyed. I missed the shoot yesday but I got what I wanted &that was for you in #dipmag & work with 
@ImMarcelAnthony",atlanta,0
194,2013-04-15T21:32:09.000Z,#livemixtape placements $25 money pak for payment,atlanta,0
195,2013-04-15T23:37:08.000Z,Rich Homie Quan x Differences >>>>,atlanta,0
196,2013-04-15T23:26:17.000Z,At the top it's just us !,atlanta,0
197,2013-04-15T23:52:05.000Z,This country is far from protected now. #prayforBoston,atlanta,0
220,2013-04-15T19:54:09.000Z,My Head Game Is Dumb,atlanta,0
221,2013-04-15T23:56:51.000Z,"My phone IS my mobile office lol 
 #Busy #Building #Blessed",atlanta,0
222,2013-04-15T23:14:59.000Z,"Steely Dan - Aja RT 
@musicjumpstart
: What are some great songs to listen to on studio headphones?",atlanta,0
260,2013-04-15T20:41:23.000Z,My Ex She Wanna Fight Shawty Bcuz She Want Her Place And I Dont Wanna Play No Games Witcha Dats Wat Kids Fo,atlanta,0
261,2013-04-15T20:37:42.000Z,I long for your whispering eye,atlanta,0
262,2013-04-15T20:40:31.000Z,"Dude 
@SupereeeGO
 just replied to neeeeeeeeee! :D",atlanta,0
263,2013-04-15T19:16:26.000Z,Just got a vocab study guide...287 words...30 done and already on my fourth sheet of paper...wish I was allowed to type these..,atlanta,0
264,2013-04-15T23:54:54.000Z,"oh, atlanta, even your crazy airport can't make me love you any less. in fact, i find its diversity endearing. #favoritecity #atl #love",atlanta,0
265,2013-04-15T19:25:42.000Z,Guy on Fox News said 3 dead at least.  Pray for Boston,atlanta,0
266,2013-04-15T23:48:34.000Z,"Yeen Gotta Likee Meh , Bt Uu Will Respect Meh .",atlanta,0
267,2013-04-15T22:04:06.000Z,"Many thanks to our first responders. They remind us that humans can be good, all immediate evidence to the contrary #Pray4Boston",atlanta,0
268,2013-04-15T23:57:54.000Z,When I eventually have a kid *cough cough* I better not hear @yo_its_Court talm bout no ugly nonsense but then again she won't have to,atlanta,0
269,2013-04-15T18:29:57.000Z,Only thing i like about this school is that school starts at 9:20 .,atlanta,0
270,2013-04-15T21:52:22.000Z,"STUDIO SESSIONS TONITE WIT 
@FR3CKL3S
 , go follow her:), GREAT SINGER",atlanta,0
294,2013-04-15T21:30:36.000Z,Chicky with @emmaleakeyyy was an adventure as always ,atlanta,0
295,2013-04-15T19:55:22.000Z,"I've done the whole relationship thing, fell in love, & ended up hurt I refuse to let it happen again",atlanta,0
296,2013-04-15T17:47:18.000Z,Smoking on dis gas,atlanta,0
297,2013-04-15T14:35:26.000Z,The highest form of selfishness is that of the man who is content to go to heaven alone. J.C. Ryle #evangelism,atlanta,0
298,2013-04-15T23:14:54.000Z,Now that i live in atlanta i miss out on everything with my bros. @FL4MINGO_B4RNES @1trill_AssNigga,atlanta,0
322,2013-04-15T20:35:23.000Z,On my way home! just shows me I have to work a little harder then I am already!! Not going to lie I'm not ready yet I will be in June!,atlanta,0
323,2013-04-15T20:54:18.000Z,Heart goes out to the people of Boston.,atlanta,0
324,2013-04-15T23:46:08.000Z,I think everyone needs a lil more Quiznos in their lives,atlanta,0
325,2013-04-15T18:57:48.000Z,Why have a record if you suck live !!! To me that's pointless your record should be good and u live be amazing !! #just random,atlanta,0
365,2013-04-15T16:31:53.000Z,This bitch is arguing with me saying Taylor swift is 17,atlanta,0
366,2013-04-15T17:01:38.000Z,"To everyone who came out to 
@Johndope9378
 kickback DO NOT JUDGE ME lol I can get a bit ratchet.... #thatisall lol",atlanta,0
367,2013-04-15T21:25:45.000Z,Ground level video of explosion & verification of what initial video I saw showed. Military personnel..police&civilians going into danger,atlanta,0
368,2013-04-15T19:42:07.000Z,Pray for the people in Boston and for our country. So unfortunate that violence continues on by way of bombs.,atlanta,0
369,2013-04-15T17:32:18.000Z,School wasnt the route for me mane #chasingdreams,atlanta,0
370,2013-04-15T19:18:15.000Z,"came to the conclusion I really dislike those ""hey, how are you?, wyd?"" conversations.. they're so boring & generic! say something new! ",atlanta,0
371,2013-04-15T23:34:53.000Z,where's my baby?,atlanta,0
372,2013-04-15T18:34:33.000Z,Brittany G. Dunks are so nice tho,atlanta,0
373,2013-04-15T21:55:59.000Z,Everyone commented on how tan I was ,atlanta,0
374,2013-04-15T23:28:35.000Z,This is a long ass day. This morning feels like a lifetime ago.,atlanta,0
398,2013-04-15T21:41:24.000Z,Keep hearing reports that families from Newtown Conn. might have been together as guests near finish line. That community needs no more pain,atlanta,0
399,2013-04-15T23:16:30.000Z,"Dear 
@BET
 can we get an R&B cypher at this years awards? 
@chrisbrown
 @MiguelUnlimited
 @whoisLukejames
 @TheRealTank
 @TreySongz",atlanta,0
0,2013-04-15T23:59:57.000Z,"#FollowTrain 
 RT this 
I follow you 
 You follow back
 Or get unfollowed 
 FAV this for a S/O's 
 #90sBabyFollowTrain",fukishama,0
1,2013-04-15T23:59:57.000Z,Its a known fact that when u decide to let bs go people a do anything to take u out ur zone.... #prayedup,fukishama,0
2,2013-04-15T23:59:57.000Z,You don't like me because my best friend wouldn't hook up with you #pathetic,fukishama,0
3,2013-04-15T23:59:57.000Z,I hope harsh justice is delt upon those who blew up those bombs #prayforboston,fukishama,0
4,2013-04-15T23:59:58.000Z,"Gosh, stuff like this really pisses me off.
Some people are absolutely worthless. #prayersforboston",fukishama,0
5,2013-04-15T23:59:58.000Z,"I wish people would actually text me, but that won't everrrrrr happeen.",fukishama,0
6,2013-04-15T23:59:59.000Z,"The less you care, the happier you'll be.",fukishama,0
7,2013-04-15T23:59:58.000Z,Days like these are when I'm actually glad to live in Ohio .,fukishama,0
8,2013-04-15T23:59:57.000Z,His Fone Calls Still Make Ma Day ^_^ #J.R ⇨Aka Very Berry Strawberry ,fukishama,0
9,2013-04-15T23:59:59.000Z,Go to a movie. You get shot. You go to school. You get shot. You run a marathon. You get bombed. Tf going on with the world? #PrayForBoston,fukishama,0
10,2013-04-15T23:59:55.000Z,Leave all the feelings junk to the females,fukishama,0
11,2013-04-15T23:59:57.000Z,Seems like everyone's always praying but no ones actually doing anything to help.,fukishama,0
12,2013-04-15T23:59:58.000Z,It's weird not texting anyone... ,fukishama,0
13,2013-04-15T23:59:58.000Z,"it doesn't matter who hurt you or broke you down, what matters is who made you smile again",fukishama,0
14,2013-04-15T23:59:59.000Z,i want to go outside..scream my lungs out..cry..then come inside & listen to music.,fukishama,0
15,2013-04-15T23:59:56.000Z,sitting on my porch looking at all the ratchets .,fukishama,0
16,2013-04-15T23:59:59.000Z,"S/O to my #NF @_tazzzzz I like Your Avi >>>> <3 
”",fukishama,0
17,2013-04-15T23:59:58.000Z,"""Keaghan bacon is beautiful""",fukishama,0
18,2013-04-15T23:59:57.000Z,Shorty breath be on ten,fukishama,0
19,2013-04-15T23:59:59.000Z,Jordan better make me a prison shank,fukishama,0
192,2013-04-15T23:59:59.000Z,Purp,fukishama,0
193,2013-04-15T23:59:58.000Z,I'll kick you in the dick triston..,fukishama,0
194,2013-04-15T23:59:58.000Z,Didn't know I could windmill a basketball. Kinda made my day lol,fukishama,0
195,2013-04-15T23:59:59.000Z,I don't understand how people treat other people the way they do.,fukishama,0
196,2013-04-15T23:59:56.000Z,Boston is in our prayers #wilberforceRYS2013,fukishama,0
197,2013-04-15T23:59:59.000Z,Please stop finding pictures of people and making up fake back stories.,fukishama,0
198,2013-04-15T23:59:57.000Z,"My tweet wasn't about you, but if the shoe fits, wear it.",fukishama,0
199,2013-04-15T23:59:58.000Z,"""Hello....is it me you're looking FORE?!"" ~ .....and those were my final words the last time Lionel Richie invited me to play golf with him.",fukishama,0
200,2013-04-15T23:59:57.000Z,Everyday I am thankful that I'm not Justin Bieber.,fukishama,0
201,2013-04-15T23:59:59.000Z,I CANNOT WAIT FOR 50 SHADES THE MOVIE TO COME OUT ,fukishama,0
202,2013-04-15T23:59:57.000Z,"texting my sister , She love her some tyrek >",fukishama,0
203,2013-04-15T23:59:58.000Z,"""@mrteflonJOHN: SENIOR TRIP IS GOING TO BE BETTER THAN THE BIRTH OF MY SISTERS"" I HOPE MICKY MOUSE JUMPS YOU #TURNUP",fukishama,0
204,2013-04-15T23:59:59.000Z,tell your bitch to stop complaining bout her achey tits,fukishama,0
205,2013-04-15T23:59:57.000Z,"I'm not single; I'm in a serious relationship with fun, freedom and doing whatever the fuck I want.",fukishama,0
206,2013-04-15T23:59:58.000Z,You tweeted something about how girls use alcohol as their excuse to take their pants off..Umm well youre talking about yourself..Hypocrite.,fukishama,0
207,2013-04-15T23:59:57.000Z,"""Hey dad can you help me with some homework?"" 
""Sure. Let me go get my glasses"" 
*never returns*
Thanks dad",fukishama,0
208,2013-04-15T23:59:58.000Z,It's sad that I'm scared to have kids when I'm older. Bringing a child into this world scares me because of how bad it's become.,fukishama,0
209,2013-04-15T23:59:59.000Z,Can someone hangout with me):,fukishama,0
210,2013-04-15T23:59:56.000Z,"I have admired 
@actorbencross
 for yrs but did not really know he could play someone as evil as #Rabbit #Banshee.  What a show 
@Cinemax
 has..",fukishama,0
233,2013-04-15T23:59:58.000Z,Glad that was entertainment for everyone lol. But now that that's over back to our normal boring life's,fukishama,0
0,2013-04-15T13:04:37.000Z,"On a better note, IT'S MONDAY!!!! Today is my RING CEREMONY!!!! #excited #UTAustin #hookem #class2014 it's a great day to be a longhorn ",austin,0
1,2013-04-15T22:31:47.000Z,Dont lose your faith in humanity.Quit being so dramatic. Be proud that people ran towards the explosion instead of away from it. #RealHeroes,austin,0
2,2013-04-15T12:54:06.000Z,Trying to get out of bed on a Monday morning #thestruggle,austin,0
3,2013-04-15T22:13:29.000Z,What is wrong with the world? #prayforboston,austin,0
4,2013-04-15T16:14:53.000Z,"I'm not ignoring you, I'm waiting to see if you will even make an effort.",austin,0
5,2013-04-15T13:22:56.000Z,wow my teacher lock me out of class because I'm eating ice /.-,austin,0
6,2013-04-15T23:03:17.000Z,"""...and he went in the strength of that food..."" #TakeCareOfEatingChrist #RealDieting",austin,0
7,2013-04-15T23:42:08.000Z,"When I squat I squat and dead lift, if you know what I mean... 
@Drbaraka
 @PonyGDawg",austin,0
8,2013-04-15T15:46:22.000Z,"So in gonna work out with the cheerleaders, cause girl i need to do some kind of #excise ",austin,0
9,2013-04-15T19:43:26.000Z,All my prayers & thoughts go out to those that were hurt in the Boston explosion earlier. Such a sad thing ,austin,0
10,2013-04-15T23:03:02.000Z,Snapchat has made taking selfies honorable. As diva as I wanna be,austin,0
11,2013-04-15T19:58:33.000Z,Prayers for those in Boston #PrayForBoston,austin,0
12,2013-04-15T20:32:24.000Z,Being told from somebody that they really wanted to dance with you but you were too oblivious to ask them to dance with you<<< #whyyyy,austin,0
13,2013-04-15T22:07:30.000Z,My mom called me just to say that if we go to war and we have a draft she is sending me back to the Netherlands or to Canada.. #itscasual,austin,0
14,2013-04-15T22:20:55.000Z,"Thank god my dad didnt run the Boston Marathon this year, hoping for all the other families and people injured",austin,0
15,2013-04-15T20:52:13.000Z,The Boston Marathon is the most prestigious Marathon in the Country. I'm going for a run tonight just for relief from today. #PrayForBoston,austin,0
16,2013-04-15T19:59:40.000Z,Off to go training :) #excited,austin,0
34,2013-04-15T23:49:29.000Z,"#5WordsiHateToHear ""come and do the dishes!""",austin,0
35,2013-04-15T20:57:11.000Z,Prayers go out to those affected by the bombings in Boston today.,austin,0
36,2013-04-15T16:33:29.000Z,Wearing the biggest sunglasses I own today. F U pinkeye!,austin,0
73,2013-04-15T04:49:49.000Z,Damn tomorrow is Monday!,austin,0
74,2013-04-15T23:04:18.000Z,Now isn't the time to speak about your right to bear arms. It's time to show some respect. #prayforboston,austin,0
75,2013-04-15T22:31:57.000Z,It's crazy what happens in the world while you're so absorbed in your own. #Boston you are in my thoughts.,austin,0
76,2013-04-15T21:07:55.000Z,I Want to send good thoughts and prayers to people of #Boston.,austin,0
77,2013-04-15T13:11:39.000Z,One more week! #April22,austin,0
78,2013-04-15T13:55:20.000Z,I could go for some cinnamon toast crunch right now.,austin,0
79,2013-04-15T21:54:15.000Z,Hoskins - focused on time series analysis events in motion & poly-structured data MyPOV happy he sees the importance of economic side #iw13,austin,0
80,2013-04-15T15:09:21.000Z,Ahh travel season for me is about to start up. I can't wait! I love me some #traveling,austin,0
81,2013-04-15T16:10:04.000Z,yaay I'm going home.,austin,0
82,2013-04-15T18:41:03.000Z,Just chillin... It's a beautiful day out here today....,austin,0
83,2013-04-15T19:40:52.000Z,"I'd really like for it to be the weekend now. 
@SethLeatherwood",austin,0
106,2013-04-15T21:55:50.000Z,A dude said that i have pretty eyes :),austin,0
107,2013-04-15T19:57:52.000Z,How's my #BostonRedSoxFam???? Everyone ok?? God bless the men and women of #Boston,austin,0
108,2013-04-15T19:14:11.000Z,Officially an English UTeach major woohoooo can't wait to torture kids with timed writings!!,austin,0
109,2013-04-15T18:48:10.000Z,I want chick fil a so badly. Considering skipping calc class to get sum nuggets for ma belly,austin,0
132,2013-04-15T17:41:03.000Z,"When people other than 
@RobCasJr
 call me Val it pisses me off.",austin,0
133,2013-04-15T23:37:04.000Z,Lets go heat,austin,0
134,2013-04-15T22:39:49.000Z,I think the only person that wants to see me fight is my dad .___.,austin,0
135,2013-04-15T13:09:13.000Z,I see people jogging & sweating on the side of the road and it makes me thankful for treadmills & a/c. #MamaDontDoHumid #WheresMyInhaler,austin,0
136,2013-04-15T14:57:29.000Z,"RT: @ChanningDippel: We should all try to be Beavises, not Buttheads. #beavisandbutthead #LifeLesson #DoinIt",austin,0
229,2013-04-15T21:18:29.000Z,"My excuse for everything, ""I'm having surgery so I can!""",austin,0
230,2013-04-15T20:41:35.000Z,"When someone is all up over your armrest in lecture. #collegeproblems 
@collegeprobs",austin,0
231,2013-04-15T17:27:09.000Z,"I overthink and stress out way too much<<<<just need to do my thing
 #perfectionistprobz",austin,0
232,2013-04-15T23:44:59.000Z,"""
@TylanLeDuff
: I don't understand why these big girls be trying to fit in the most skinniest pants!! #TheStruggle"" LMAO! ",austin,0
233,2013-04-15T15:06:21.000Z,The Perks of Being a Wallflower was really great (both book and movie),austin,0
234,2013-04-15T20:21:14.000Z,"All I can think is, what can I do to help.  I haven't been doing this long, but these are my people!! #runchat #bostonmarathon",austin,0
235,2013-04-15T19:04:42.000Z,"#SouthAustin accident on 360 NB at Mopac. Stop and go traffic from Walsh Tarlton Ln in #Austin, delay of 2 mins #ATXtraffic",austin,0
236,2013-04-15T21:20:43.000Z,Is it weird that 3rd to my friends & fam the next thing I'm most worried about is the museum of science #lovethatplace #prayforthemuseum,austin,0
237,2013-04-15T14:20:02.000Z,It's Rihanna day!!!!!,austin,0
238,2013-04-15T19:58:52.000Z,so sad and infuriating. prayers go out for Boston. stay strong. we gotta look out for each other.,austin,0
239,2013-04-15T20:40:10.000Z,Can I see your whispering eye?,austin,0
240,2013-04-15T19:39:44.000Z,"This is so scary! Just last week 
@UTAustin
 was being threatened with bombs and then this really happens. #BostonMarathon",austin,0
241,2013-04-15T21:29:04.000Z,"Three more weeks til Vegas!!! @okiifresh 
@Cicilikewhoa
 @Haydenpool",austin,0
242,2013-04-15T04:55:43.000Z,You should NOT watch The Hunger Games before bed. Every time I shut my eyes I expect a knife to be thrown at me. #sleepingwithlightsON,austin,0
265,2013-04-15T05:21:04.000Z,"Happy birthday to 
@earl_greg
. He's cool and stuff.",austin,0
266,2013-04-15T21:46:10.000Z,"It honestly breaks my heart to not be auditioning right now 
 #justhitme",austin,0
267,2013-04-15T13:33:12.000Z,My mood today >>>> I'm extra positive.,austin,0
268,2013-04-15T00:37:32.000Z,"Looking through @curtis_stone's #whatsfordinner deciding what to cook! Can't wait to see him at 
@TangerOutlets
 San Marcos Saturday!",austin,0
269,2013-04-15T19:28:23.000Z,But is @_abrahamster moving schools? That's the real question.,austin,0
292,2013-04-15T17:06:57.000Z,A lie can go around the world  twice before truth puts her Boots on.....,austin,0
0,2013-04-15T16:33:59.000Z,"I'm thinking mani, pedi, and piercings for today 
 #happymonday",moore,0
1,2013-04-15T03:12:30.000Z,#YouShouldntDateHerIf She can't cook or bake.,moore,0
2,2013-04-15T23:18:03.000Z,"today's diet: a strip of bacon, three glasses of wine and a cigarette. #blessed",moore,0
3,2013-04-15T18:34:45.000Z,Man it's a bad feeling whn u lose someone that u really close to,moore,0
4,2013-04-14T07:02:17.000Z,This dude is Skyler would not let go of that bottle LMFAO,moore,0
5,2013-04-14T19:07:01.000Z,Some people definitely need to stop thinking so highly of themselves!! Its even more sad how they truly are ignorant to the truth,moore,0
6,2013-04-15T20:27:45.000Z,Pray for Boston and the aching people! Pray that the people will be okay and pray for the people who have lost loved ones! #prayforboston,moore,0
7,2013-04-15T20:09:37.000Z,Just goes to show gun control laws wont stop crazy people from doing crazy things!,moore,0
8,2013-04-15T02:32:47.000Z,Praying for Audra! #danceforaudra,moore,0
9,2013-04-15T21:05:06.000Z,Yo wtf we supposed to be bombing North Korea not ourselves,moore,0
10,2013-04-15T00:07:35.000Z,Everyone saw a side of me that they've never seen before.,moore,0
11,2013-04-15T21:45:12.000Z,Guys I think this guy did it...........,moore,0
12,2013-04-15T07:39:11.000Z,*Yawn* See you in my dreams. #Night ,moore,0
13,2013-04-15T05:08:53.000Z,"Proverbs 18:24 A man of many companions may come to ruin, but a true friend sticks closer than a brother. #chooseyourfriendswisely",moore,0
14,2013-04-15T17:25:17.000Z,Me and calculus just aren't vibin these days,moore,0
15,2013-04-15T18:55:53.000Z,I say im eating healthy and you order 3 large pizza's. #No,moore,0
16,2013-04-14T18:16:05.000Z,Google translate please do your job. I do not know this Spanish word.. ,moore,0
17,2013-04-15T19:13:45.000Z,Officer Chad Peery is trending right now. Such a remarkable man with an incredible story. He will be missed. ,moore,0
18,2013-04-15T19:07:10.000Z,Just because people call you a name dont mean you are. Believe in who you truly are and dont listen to the rest! #moviequotes,moore,0
19,2013-04-15T17:12:42.000Z,"There two old ladies talking about my height, as if I can't hear them... ",moore,0
78,2013-04-15T17:06:10.000Z,You remind me of my pinky toe because sooner or later I know I’ll bang you on my kitchen table.,moore,0
79,2013-04-15T11:49:55.000Z,Perfect weather for an early morning run! #greatday #happymonday #energized,moore,0
80,2013-04-15T22:23:37.000Z,your fake af' stop.,moore,0
81,2013-04-15T21:22:17.000Z,the news mentioned okc helping with the bombing.,moore,0
82,2013-04-15T04:06:39.000Z,"When I'm in the phone with you, don't ignore me ",moore,0
83,2013-04-15T20:21:46.000Z,"My heart is breaking for the people in Boston in this time of tragedy, prayers going out to all those affected by the explosions",moore,0
98,2013-04-15T21:05:40.000Z,Felt good about that exam. I hope that feeling is right.,moore,0
99,2013-04-15T05:15:55.000Z,Ramble On by Led Zeppelin...not the best winding down music but I can't help myself.,moore,0
100,2013-04-15T15:47:42.000Z,I wish tattoos weren't so expensive ,moore,0
101,2013-04-15T17:40:42.000Z,"RT 
@GrizzlyOwns
: If a homeless person can make a sign with no misspellings I'm pretty sure they could handle flipping burgers. #jussayin",moore,0
102,2013-04-15T21:06:01.000Z,Heavy hearts as explosions rock the #bostonmarathon. My heart goes out to the families affected. God be with all affected.,moore,0
103,2013-04-15T22:07:33.000Z,I bet those liberty mutual people are the happiest of everyone that tax season is over,moore,0
104,2013-04-15T16:34:18.000Z,I'm hooooongry.,moore,0
105,2013-04-15T23:06:15.000Z,"thought I had a 5-6 page essay due tomorrow, turns out it has to be 3-4 pages. ",moore,0
106,2013-04-15T16:20:03.000Z,"Three days until the biggest games of  these seniors careers! Looking for the #oneshiningmoment 
@offtheblock11
 #NAIA #Nationals",moore,0
107,2013-04-15T22:07:07.000Z,Still have yet to get something done today,moore,0
108,2013-04-15T16:13:56.000Z,"not a big fan of boys calling me ""princess""...",moore,0
109,2013-04-15T14:52:50.000Z,I can't believe Andy Milonakes is 37 :o,moore,0
110,2013-04-15T14:57:36.000Z,"I don't have to know why everything happens since I know God is Good, he loves me, and life on earth isn't the whole story. ~ 
@RickWarren",moore,0
133,2013-04-15T21:28:49.000Z,"I've decided my history paper over George Washington Carver will be about how he literally ""stahted from the bottom""",moore,0
0,2013-04-15T23:34:59.000Z,There are moments in life that change you and make you reevaluate your perspective on things. This is one of those moments #lifeisprecious,boston,1
1,2013-04-15T22:14:49.000Z,""" #Boston is a tough and resilient town, and so are it's people."" - 
@BarackObama",boston,1
2,2013-04-15T20:28:39.000Z,People need to learn what a terrorist is and to stop being racist,boston,1
3,2013-04-15T22:56:54.000Z,That person will burn in hell for this. What has this world come to #sad #smh #praying,boston,1
4,2013-04-15T21:37:49.000Z,Never been so scared in all my life but want everyone to know I'm okay and safe.,boston,1
5,2013-04-15T21:46:24.000Z,"Everyone working to keep Boston safe risk their lives for us, prayers and thanks to everyone who's involved and hurt today #PrayerForBoston",boston,1
6,2013-04-15T23:03:50.000Z,"Thank you to everyone who reached out to me today, I couldn't get back to everyone but it truly means a lot to know that you all care! ",boston,1
7,2013-04-15T22:39:34.000Z,Days like these you find out who really cares about you ,boston,1
8,2013-04-15T22:35:25.000Z,Being 100 feet away from two massive bomb explosions makes you reevalute everything.,boston,1
9,2013-04-15T21:38:56.000Z,30 feet away from the explosion. Pray for these people please.,boston,1
10,2013-04-15T22:02:17.000Z,"Finally outta work, burning a couple blahnts for the city #Boston",boston,1
11,2013-04-15T23:19:18.000Z,I've been staring at my television for 5 hours now.,boston,1
12,2013-04-15T21:08:36.000Z,So thankful to be safe and to have so many people check in on me. I love you all,boston,1
13,2013-04-15T22:37:28.000Z,Prayers to those injured & their families & to all medical responders & law enforcement #prayforboston ,boston,1
14,2013-04-15T21:25:29.000Z,"Never in my life did I think I would see my city being attacked, please keep Boston in your thoughts and prayers. #prayforboston",boston,1
15,2013-04-15T22:16:08.000Z,If you're complaining about the Bruins being cancelled I would like to extend a personal invitation to GET OUT OF THIS UNIVERSE DEAR GOD,boston,1
16,2013-04-15T22:32:41.000Z,One of the two people who was killed was an 8 year old child ,boston,1
17,2013-04-15T22:03:04.000Z,"To the person who made the ""lolbostonmarathon"" account to make fun of the tragic event, you will burn in hell with the one who caused it",boston,1
18,2013-04-15T22:15:16.000Z,"""On days like this there are no republicans or democrats,just Americans"" ",boston,1
19,2013-04-15T20:42:34.000Z,"Ashley and I are fine. We're about three miles down the street from the finish line, definitely not planning on leaving the apartment today.",boston,1
79,2013-04-15T22:09:50.000Z,"Thankful to be safe. Love you all, the best friends and family possible. #staystrongboston #prayerstothevictims",boston,1
80,2013-04-15T22:20:01.000Z,The fact that I had a job interview in boston today is just bananas,boston,1
81,2013-04-15T22:20:10.000Z,"Pray to whatever God you do/don't believe in. If you don't pray, WISH. Everyone makes wishes. Wish for a better tomorrow. HOPE for goodness.",boston,1
82,2013-04-15T21:44:00.000Z,Watch out everyone Matt Chase will kill ya...lmao go back to Call of Duty,boston,1
83,2013-04-15T23:20:52.000Z,"Although it is scary sometimes, I'm proud my Dad is a firefighter chief and helps people especially on days like today #myhero",boston,1
84,2013-04-15T22:46:30.000Z,Cant believe this happened to my home town. #prayforboston ,boston,1
85,2013-04-15T20:59:47.000Z,"So many horrible things have happened directly around me in less than a month, not sure how I'm supposed to be handling this",boston,1
86,2013-04-15T22:32:47.000Z,As long as humans live on this planet there will be no peace ever......,boston,1
87,2013-04-15T21:37:09.000Z,Kinda wish my little brother understood what was going on so he wasn't so upset about missing the bruins game tonight ,boston,1
88,2013-04-15T22:43:40.000Z,"The heroes today are the cops, firefighters, emergency personnel, volunteers, blood donors and the runner who stopped to give blood #Boston",boston,1
89,2013-04-15T22:16:10.000Z,Obama get your head out of your fucking ass u clown,boston,1
90,2013-04-15T22:42:28.000Z,Don't wanna hear all these stupid false conspiracies on twitter that originate from a bum sitting at his computer photoshopping a picture,boston,1
91,2013-04-15T21:58:49.000Z,I'm ok thank goodness...prayers for everyone touched by this tragedy in Boston,boston,1
92,2013-04-15T21:46:06.000Z,"Everyone be aware that there's current a bomb threat at the Wylie Inn. Police are currently investigating. Be safe and smart, everyone.",boston,1
93,2013-04-15T21:02:57.000Z,Thank you to all that have contacted me wondering about how I'm doing. All is good. Praying for those who are injured.,boston,1
94,2013-04-15T20:36:42.000Z,"Stop saying"" I don't want to live in boston,"" it's not ""boston"" that bombed us. It was someone in boston. It could happen anywhere.",boston,1
95,2013-04-15T23:16:57.000Z,"Whatever higher powers may be, I thank them for keeping me safe. Today was a close call and I am very lucky to be here. #bostonmarathon",boston,1
117,2013-04-15T23:02:19.000Z,"My heart is broken and I'm scared. But my loving president is right. ""The city of Boston is resilient, and so are its people.""",boston,1
118,2013-04-15T20:39:32.000Z,"Seriously considering joining the Marine Corps right now. You come after my city, you come after everything I stand for.",boston,1
119,2013-04-15T21:48:49.000Z,Walked right near the finish line after the game. The response from Boston emergency services was amazing. Surreal day.,boston,1
228,2013-04-15T21:33:56.000Z,If you hate America and the government so much noones begging you to stay...please get to stepping back to your own country ,boston,1
229,2013-04-15T22:16:58.000Z,"literally sitting here on the verge of tears after listening to Obama. we ARE a resilient city, we WILL get through this. TOGETHER FOREVER!",boston,1
230,2013-04-15T23:51:33.000Z,If you love someone just tell them. If you love something just do it. Help others. Smile at strangers.Pick yourself up when you're down.,boston,1
231,2013-04-15T21:46:21.000Z,Literally a football field away from everything that just popped off. Me and Tim are headed home now though. Safe,boston,1
232,2013-04-15T23:40:06.000Z,"Poor Kayla, a college girl trying to get into high school arguments, your like 20 bro?",boston,1
233,2013-04-15T23:32:49.000Z,"Lockdown here at the hotel lifted, getting ready to hear home! #terribleday",boston,1
234,2013-04-15T23:41:57.000Z,Days like today really make me want to enlist in the military #respect,boston,1
235,2013-04-15T22:05:00.000Z,I love Boston because it is my home. I'm proud to be from this state. We will make it through. We will band together. #whyiloveboston,boston,1
236,2013-04-15T22:19:24.000Z,"I've always loved Boston with every fiber in my body, and today, April 15 2013, I've never loved it more!! Bostonian until my death.",boston,1
237,2013-04-15T21:23:28.000Z,"I want everyone to know I left Boston and I'm safe. So is 
@THOMAS_VELLA",boston,1
238,2013-04-15T22:19:05.000Z,"Obama: ""Boston is a tough, resilient town and so are its people.""",boston,1
239,2013-04-15T22:00:05.000Z,Why is Malden trying to make this about Malden?,boston,1
240,2013-04-15T21:28:58.000Z,All you ignorant fucks Remember this day when you drop another fuck the police tweet.,boston,1
241,2013-04-15T22:55:49.000Z,Go tell someone you love that you love them. Because who's to say they won't go somewhere tomorrow where something like today might happen?,boston,1
242,2013-04-15T22:34:14.000Z,*Hugs*...to our #BU community and to our wonderful city.,boston,1
243,2013-04-15T22:24:53.000Z,"My heart goes out to everyone in the great city of Boston today,especially those running and with loved ones in the marathon",boston,1
244,2013-04-15T22:36:56.000Z,"Incident at JFK library still being investigated.  Police, ATF, others are here.  Not believed related to other blasts.  #wbz",boston,1
245,2013-04-15T22:32:01.000Z,Boy from the hood but got White House clearance,boston,1
246,2013-04-15T21:18:30.000Z,It doesn't matter if the attack was foreign-based or American. Terrorism is terrorism.,boston,1
269,2013-04-15T22:36:43.000Z,"Thank you to everyone who checked on me, I love you guys 
.",boston,1
0,2013-04-15T22:22:08.000Z,"Atrocity after atrocity. When will people learn to love or at least accept? For the victims and their families, stay strong. #prayforboston",nyc,0
1,2013-04-15T23:42:19.000Z,Thankful to be out of NYC after the craziness of today. #prayforboston,nyc,0
2,2013-04-15T22:00:44.000Z,New trend thanks to Caroline #weknoww,nyc,0
3,2013-04-15T22:54:05.000Z,Seeing all these pictures of the Bosten Marathon Bomb makes me really upset #prayforboston,nyc,0
4,2013-04-15T22:57:09.000Z,Getting icy hot down my bra #icythenhot,nyc,0
5,2013-04-15T23:40:28.000Z,", be my display name ? #Rt :)",nyc,0
6,2013-04-15T23:25:57.000Z,Me and Katie were talking about the hot priest then he walked outside of his house and holy awk,nyc,0
