,date,contents,city,city_in_disaster
73,2021-03-16T00:41:29.000Z,getting the covid vaccine!,austin,0
74,2021-03-15T19:04:00.000Z,"Sam got to go to an ultrasound with me for the first time today. 
Jameson weighs 3.4 pounds and has doubled in weight since our last appointment. He looks perfect and healthy and it’s been a good day.",austin,0
75,2021-03-16T15:33:38.000Z,"Don’t get me wrong, I love my house, but some days I miss living in the cheer house and waking up to have all friends hanging out downstairs.",austin,0
76,2021-03-16T22:47:48.000Z,Peeps new vet thinks surgery isn't necessary. Tumor is slow growing and mostly fatty. Might seek one more opinion but hearing that my boy is in good health and no pain is a relief!,austin,0
77,2021-03-16T18:05:41.000Z,an awesome feeling when people like my graphic design work ,austin,0
97,2021-03-16T18:02:19.000Z,Purchasing a home in Austin right now is a bloodbath like I really hate it here,austin,0
98,2021-03-16T04:42:53.000Z,god should’ve known we were gonna wear clothes,austin,0
99,2021-03-16T06:05:57.000Z,"so nice to see that the pandemic hasn’t dissuaded frats and sororities from going to cabo just like they did last year. on an unrelated note, why did we ever get rid of public shaming",austin,0
100,2021-03-16T23:48:23.000Z,I’m having a wonderful time at #SXSW! So happy to spend the next few days with one of my favorite festivals ,austin,0
120,2021-03-16T01:14:02.000Z,the audacity.,austin,0
121,2021-03-16T05:38:33.000Z,i know peer pressure is real bc there’s no way i would’ve listened to cuco in high school on my own volition,austin,0
122,2021-03-15T17:32:38.000Z,"My girl just starting getting frustrated with COD and so she wanted to try a different game we had lying around. 

Shes just booted up Sekiro ",austin,0
123,2021-03-16T05:43:05.000Z,tumblr was good in that I could just be balls to the wall and actually GAIN followers and not worry about anyone I actually knew seeing the batshit nonsense I was posting,austin,0
143,2021-03-16T19:18:45.000Z,"Shout-out to all teachers. Teachers make every job, profession, vocational, and career possible. Thank you! ",austin,0
144,2021-03-16T18:16:14.000Z,Stacy Abrams broke the interwebs #SXSW,austin,0
242,2021-03-16T19:35:04.000Z,Safeguarding the constitutional democracy in Texas sure seems to catch a lot of ire.,austin,0
243,2021-03-16T03:03:15.000Z,I promise I’m no longer doing things to make straight people or anyone else  feel comfortable. I’m expressing myself fully this next phase of my artistry and I’m only gonna do things that feel authentic to me.,austin,0
244,2021-03-15T19:45:47.000Z,"why did I friend so many ppl on venmo? like what was I doing, why was I trying to amass a network?",austin,0
245,2021-03-16T08:13:28.000Z,"So I think today I'm gonna stream at 3pm CT that way I can nap before hand and see if that helps whatever bug this is. I know I shouldn't push myself l, but if I ain't feeling it during the stream I'll call it, if not then I get to play and hang out with you incredible peeps.",austin,0
246,2021-03-16T01:59:18.000Z,"The last two seasons have been such duds. We need BIP chaos, and we need it now. #TheBachelor",austin,0
247,2021-03-16T20:36:18.000Z,The heartbreak of seeing a home you wanted in your #1 residency town is just ...Friday just needs to get here!,austin,0
248,2021-03-15T17:29:24.000Z,"Girls are weird. Some girl slid up on my snap all mad that I supposably took another girl out... 

THAT’S MY SISTER BROOOO!!!",austin,0
249,2021-03-16T20:27:03.000Z,"I got my first vaccine shot today, that was pretty cool.

Feel like I’ma puke, and I keep getting light headed, but worth it ",austin,0
250,2021-03-16T00:05:37.000Z,"guy at target watching ceecee put a bookcase in the car: “you need some help?”
me: “nah, it’s ok. she lifts.”
her: “LOOK AT THIS GRIP STRENGTH”",austin,0
251,2021-03-16T23:59:44.000Z,"I’ve finally hung all our pictures! 

The bad news is that it took over 7 months in this house.

The good news is that I’m 35 years old and it’s the first time I’ve *ever* completed this task in any home.",austin,0
252,2021-03-15T17:48:43.000Z,My only steady human interaction is with the nice cashier at the Starbucks and my dude James at the 7/11 next door,austin,0
271,2021-03-16T00:49:55.000Z,"""You've changed"" no, the time did ",austin,0
272,2021-03-16T02:16:07.000Z,I love when someone named Terry totally confirms all my deeply held prejudices about “people” named Terry,austin,0
273,2021-03-15T13:52:28.000Z,I’m really starting to enjoy these early morning risings. optimizing and maximizing my time is helping a looot,austin,0
274,2021-03-15T18:44:53.000Z,My Twitter about to become solely a cannabis stock investment account...,austin,0
275,2021-03-16T06:08:01.000Z,Yo...hypothetically......a plant could live forever,austin,0
295,2021-03-16T14:08:17.000Z,Austin Rap Current update this week.,austin,0
296,2021-03-15T07:13:53.000Z,"#OnThisDay 45 Years Ago, Legendary Rock Band KISS Released Their 4th Studio Album, “Destroyer”. #KISSTORY #Destroyer45 

Poll: What’s Your Favorite Song From This Record? 
@kiss
 @KISSopolis
 @MonstersOfRock
 @genesimmons
 @RockTheseTweets
 @peterkidder
 Please Vote and RT.",austin,0
314,2021-03-15T23:07:22.000Z,My gf is alwayyysss sleeping she's literally sleeping beauty,austin,0
315,2021-03-16T12:28:37.000Z,"Happy birthday 
@EnriqueOther
 ! You’re my favorite!",austin,0
0,2021-03-15T19:12:35.000Z,Felt something move in my stomach & punched it. B!tch not this Summer,moore,0
1,2021-03-16T02:58:19.000Z,"“I don’t agree with cancel culture, but I do agree with accountability.” Wise words 
@EmmanuelAcho
 Wish more people thought like this. #TheBachelor",moore,0
2,2021-03-15T18:25:21.000Z,all 3 of the main characters in GTA remind me of people i’ve met in Shawnee,moore,0
3,2021-03-16T17:17:15.000Z,Okay but can we talk about how hard it is being in your 20’s and just trying to exist?,moore,0
4,2021-03-15T22:40:42.000Z,someone kidnap me and take me to the beach pls,moore,0
5,2021-03-16T17:55:25.000Z,"“Thinking clearly about who God is, and how He relates to the world, is meant to lead us to a real encounter with Him in prayer.”-C.S. Lewis",moore,0
6,2021-03-15T03:27:27.000Z,I need a vacation... preferably out of this damn country.. ,moore,0
7,2021-03-15T01:07:42.000Z,Congrats to mid-del on their championship. Sorry it was tainted by the announcer #oklaed,moore,0
8,2021-03-16T17:02:57.000Z,"I’ve given #mondaymailbag with 
@Fgbrisco
 a listen from 02/15/21. Love hearing stories about chips chocolate cake and the best - the tink heard around the world. Thanks for a great episode 
@adfreeshows",moore,0
9,2021-03-15T22:49:44.000Z,"Another great #mondaymailbag with 
@MjcChioda
  and 
@paulybwell
 from 02/22/21 great stories as always! 
@adfreeshows",moore,0
10,2021-03-16T20:17:57.000Z,One of the guys I hired a few months ago came in and saw our honeymoon picture on my desk and said “wow that’s a good looking man”,moore,0
11,2021-03-16T05:05:25.000Z,Idc I’ll roll up anywhere,moore,0
12,2021-03-15T14:39:01.000Z,Starting today I’m challenging myself to a week of no fast food. Feel free to join me!,moore,0
13,2021-03-16T03:09:43.000Z,........FUCK Woody Allen,moore,0
14,2021-03-16T00:36:34.000Z,"And today marks the longest relationship I’ve ever been it 
Here’s to many more months (and maybe years) stay tuned!",moore,0
15,2021-03-16T05:20:12.000Z,my biggest regret in life is throwing away my sword art online t-shirt,moore,0
16,2021-03-15T11:34:33.000Z,"At work and today is my first day in 5 years that I don’t have to go to the staffing office to find out my days assignment!!  So excited!!! 
Have a good Monday!!",moore,0
17,2021-03-16T17:55:35.000Z,I think the dumbest thing I do is buy music on vinyl that I already pay for through Spotify,moore,0
36,2021-03-15T16:46:34.000Z,it’s called lying and you should do it more often,moore,0
37,2021-03-16T16:12:47.000Z,I just got my first package of gifted clothes to share on my fashion pg I’m so happy I could cry ,moore,0
70,2021-03-16T02:02:38.000Z,"I’m so comfortable w being alone i’m starting to be a bit antisocial 
 i need some frensssss",moore,0
71,2021-03-16T23:51:35.000Z,Since when does the State Agency that underreported Oklahoma COVID deaths by 60% deserve to have the City County agencies put under their control? Shouldn’t this be the other way around?,moore,0
72,2021-03-16T15:50:37.000Z,Honeymoon: Booked,moore,0
73,2021-03-15T01:59:29.000Z,That time of the year again where I don’t touch the clock. It’ll be right again in November.,moore,0
74,2021-03-15T18:06:19.000Z,working out is easy... but eating all the calories you’re supposed to??? fuuuck,moore,0
75,2021-03-16T20:17:28.000Z,"Listen, I know chicken is a common dog food allergy, but don’t come in here saying “my cousins friend said all goldendoodles shouldn’t have chicken because they’re allergic” because I’m going to audibly sigh. I can’t help it anymore",moore,0
76,2021-03-15T00:38:26.000Z,"I use Yelp, but I don’t read the reviews. I look at the pictures, man. That’s how you pick ‘em.",moore,0
77,2021-03-16T14:34:32.000Z,The pats are going crazy rn...,moore,0
78,2021-03-16T13:19:22.000Z,AirPod Pros noise cancellation - a new must for pig shows,moore,0
79,2021-03-15T20:23:44.000Z,Lil kids in my neighborhood always asking for some merch “Tyral I got $20 dollas what you got? ,moore,0
100,2021-03-16T11:23:35.000Z,"“God is just as much interested in the fragments as He is in those who are yet to be broken.”
- 
@oldpathsjournal",moore,0
101,2021-03-16T02:05:26.000Z,That 00z HRRR run looks daunting to say the least! Holy smokes!,moore,0
102,2021-03-16T06:30:01.000Z,"I try to keep weather off my personal, but seeing a MOD risk over my home is really getting to me. 

PLEASE take this seriously and prepare now. It is much better to be safe than sorry. 

Have multiple ways to get warnings and know where to go to keep yourself safe. #mswx #alwx",moore,0
121,2021-03-16T23:07:30.000Z,Be with someone who invests in your purpose. Someone who sees the end goal of what you’re building.,moore,0
122,2021-03-16T17:54:49.000Z,Your opinion matters....not to me but it matters,moore,0
123,2021-03-15T21:34:30.000Z,Chase had the audacity to email me about some “low account balance”. Y’all need to be emailing me saying “deposit of $1400 pending”. ,moore,0
124,2021-03-16T22:30:54.000Z,I don’t know who needs to hear this but if it involves your mouth it’s palate & if it involves artistry it’s palette.,moore,0
125,2021-03-16T21:17:42.000Z,Please do not feel stupid for asking good faith questions. We would never know anything if smart people didn't get brave enough to ask questions. Having questions is a thing smart people do. I will not feel anything but proud of you if you ask me a question in the planetarium,moore,0
145,2021-03-15T21:53:44.000Z,"Bank account: $1400.00

Me- excuse me what is your fish of the day? 

Me again- Nevermind it doesn’t matter find me Nemo.",moore,0
146,2021-03-16T22:28:18.000Z,I hate that my allergies literally make me sick. Get me out of Oklahoma NOWWWWWW!,moore,0
178,2021-03-16T20:26:16.000Z,"I don’t know how many people need to be in this “Beyond Burnout...” #ACPA21   session; especially supervisors, senior admins, and leaders. 
This was needed! Feeling validated.
Burnout vs Moral Injury, that break down was whew 
  Thank you Jenna Hensley!",moore,0
179,2021-03-15T20:34:45.000Z,Arranged a few things and now chase mode has officially been activated for Wednesday! Dixie here I come!,moore,0
180,2021-03-16T16:44:30.000Z,Every time I see Stilwell written down I can’t help but hear “STILLWELL ANGEL!” in my head lol lol,moore,0
181,2021-03-16T21:06:49.000Z,I got a company credit card.... who wants to max it out with me?,moore,0
182,2021-03-15T02:01:32.000Z,"Survive and Advance. 

It’s been our family motto since we had the #okctriplets last summer, but it should also be the motto of every #MarchMadness
 team out there. #BoomerSooner",moore,0
183,2021-03-15T14:04:27.000Z,I’m getting my second vaccine dose today which is great and all but I’m getting stabbed on the Ides of March,moore,0
184,2021-03-15T17:53:31.000Z,julius caesar really stole all the attention on my bday by getting stabbed ,moore,0
185,2021-03-16T12:23:04.000Z,woke up this morning crying because i hate capitalism and money isn't even fucking real,moore,0
203,2021-03-16T00:35:17.000Z,Eagles! Boys Track Practice tomorrow @ 12pm. Get some rest tonight and please be on time! #CDEPT,moore,0
204,2021-03-15T17:44:30.000Z,In full transparency daylight savings time has wrecked me and will be my excuse for any and all failures this week I am not kidding,moore,0
205,2021-03-16T20:07:42.000Z,"Caught up on a couple episodes of 
@AFSSadBears
 #snb28/29 great episodes as always, and nice bet payoff by 
@PondWaterDave
 thanks to 
@Adam_From_Bama
 ",moore,0
206,2021-03-15T18:58:23.000Z,My baby sisters not gone punch a clock as long as I’m alive,moore,0
207,2021-03-15T14:03:32.000Z,"Direct deposit: $1400

Me at Soup Plantation: Go. You’re all free now.",moore,0
227,2021-03-16T02:17:48.000Z,the moon is looking super cute tonight ,moore,0
228,2021-03-16T00:32:20.000Z,"I would like to make a brag.

I can’t smell Bradford Pears.",moore,0
229,2021-03-15T15:26:40.000Z,It's Monday! Let's go crazzyyy this week ,moore,0
230,2021-03-16T22:30:34.000Z,Cuomo is being unfairly persecuted because he is a poc (person of capicola),moore,0
250,2021-03-15T01:15:05.000Z,i get to see my girl in 2 days mind if i ~cry~,moore,0
251,2021-03-16T18:24:42.000Z,"Personally, I don't care if tomorrow's outlook remains at moderate or gets upgraded to high. 

Either way, it won't change the overall message: an extremely dangerous storm system will impact a large, heavily populated area, on a holiday in which lots of people will be out.",moore,0
252,2021-03-16T15:33:45.000Z,"The International Space Station ISS 
 will be visible over #OKC this evening. 

Time: Tue Mar 16 9:09 PM

Visible: 3 min

 Max Height: 56 degrees

Appears: SW

Disappears: SSW",moore,0
298,2021-03-15T18:43:00.000Z,"Just Be You, Smile and Have Fun ",moore,0
299,2021-03-16T19:20:47.000Z,Y’all I just realized that today is my last day of remote work foreverrrrrrr ,moore,0
300,2021-03-16T20:59:14.000Z,"I think Daily Harvest has spent $100,000 on advertising to me alone on Instagram.",moore,0
301,2021-03-16T01:00:11.000Z,I just want to meet someone that makes me feel like I’ve known them for a lifetime,moore,0
302,2021-03-16T04:23:13.000Z,When do we start including James Harden in the MVP conversation? Embiid missing some time opens it up for me.,moore,0
303,2021-03-15T01:09:08.000Z,"Shane Sanders, Principal, Midwest City Middle School, Mid-Del Schools 
@middelnews
 #oklaed #mdpurpose",moore,0
304,2021-03-15T14:13:36.000Z,"Sleeping on it. Thoughts on the NCAA tournament bracket and OU’s path to the Final 4.

1. ",moore,0
305,2021-03-16T01:35:27.000Z,"When I was elected President of 
@youngdems
 of America I was so honored to get a call from 
@DebHaalandNM
 congratulating me on being successful in my race.",moore,0
306,2021-03-16T03:27:43.000Z,How did I live 29 years without crispy chili oil?,moore,0
307,2021-03-16T04:33:48.000Z,"7 hours till I get to Houston! 

Love the views on this drive!",moore,0
308,2021-03-15T14:47:15.000Z,"Congrats to 
@GunzPicks
 for getting the W in the 
@HoopBallGaming
 Conference Tournament challenge! 

Had a couple HoopBallers round the top 3 out and I finished 5th. Stoked to fill the March Madness group out!
@adamkerck
 @Punisher_Picks
 @dad_bodds
 @DBearmanESPN
 

#GamblingTwitter",moore,0
327,2021-03-16T18:13:09.000Z,"Great job on the outlook 
@WxLiz
 Very detailed forecast with great explanation on all aspects!",moore,0
328,2021-03-15T02:46:12.000Z,"i always randomly think of that one time 
@Kelema_Jones
 hid under the sink after a party got busted by the cops in hs ",moore,0
329,2021-03-15T23:34:30.000Z,Check on your people today. ,moore,0
346,2021-03-16T18:37:10.000Z,Got mad at apps for not giving me a full notification unless my phone was unlocked. Just realized that’s a setting I control ,moore,0
347,2021-03-16T17:49:19.000Z,"Woah SPC already talking possible upgrade to high risk tonight at the new day 1, figured it was coming tomorrow but intense to see them already discussing it",moore,0
348,2021-03-16T19:58:25.000Z,So hyped right now!!! Officially accepted a position that allows me to use my years of communications experience in a newly created law enforcement support position.,moore,0
349,2021-03-15T02:56:25.000Z,"Day one of zero work and spending every waking minute with 
@randyldanner
 and the small roommate is coming to a close and I’m so content, y’all. I’m super fortunate.",moore,0
368,2021-03-15T18:08:07.000Z,My snap memories from 4 years ago this week...... if you know you know,moore,0
369,2021-03-15T19:09:22.000Z,"i stayed down, who is yall homie?",moore,0
399,2021-03-15T02:20:55.000Z,Can’t wait to see the conservative world lose their collective mind over the performance I just watched on the Grammys ,moore,0
400,2021-03-16T22:08:01.000Z,Patio weather ,moore,0
401,2021-03-16T16:24:47.000Z,Fitness and personal trainers are such an essential thing on the East & West coast. It’s really sad how we don’t prioritize it here in the South.,moore,0
402,2021-03-16T15:08:18.000Z,Got some products from The Ordinary per some of your recommendations! I understand why fragrance free is the way but now my face smells like cooking oil ,moore,0
403,2021-03-16T23:38:39.000Z,"Since March 2020 I am on my second pair of pajama bottoms and still wearing the same flip flops. A rotation of T-shirts + a black hoodie round out my 24-7 ensemble.

I consider this one of the definite pluses—or most insidious consequences—of living thru this pandemic.",moore,0
404,2021-03-16T20:09:56.000Z,"Had a dream I got to kick it with 
@jpokc
 and the fam and it was, like the whisper of spring sunshine, life-giving and it's getting me through this day. 
 Here's to IRL ASAP.",moore,0
405,2021-03-16T14:15:38.000Z,"It happened! 

You know how on movies someone will say ""turn on the news"" and then the news is magically starting the exact news story they need to see? I flipped to the news to see the weather and suddenly 
@emilyrsutton
 appeared! 

Y'all she's magic.",moore,0
0,2021-03-16T14:23:21.000Z,"If OBJ winds up in New England, I’ll go get a Patriots tattoo Friday. Mark my words.",boston,0
1,2021-03-16T00:12:28.000Z,Congratulation #PathMatch21 the count down until Friday begins now! Welcome to the wonderful world of pathology! #PathTwitter #MedStudentTwitter #MedTwitter #path2path #matchweek2021 #MatchDay2021 #VirtualPathMatch,boston,0
2,2021-03-16T01:23:39.000Z,We are excited #wefilled and can not wait to meet our #Match2021 class. #FMRevolution #LoveLawrence #fmmatch2021,boston,0
3,2021-03-15T20:44:19.000Z,"So so so proud of my future pediatricians!! 
 Se vienen cosas grandes
 @MafeBarrosP
 @MDCamilaC
 #Match2021",boston,0
4,2021-03-16T00:03:26.000Z,Stupid Catholic Church....,boston,0
5,2021-03-16T23:08:04.000Z,The chips before dinner because he didn’t have enough for lunch eater has logged on,boston,0
6,2021-03-16T20:33:40.000Z,"the fact that I know several people looking for new jobs right now, primarily because they’re being overworked, mistreated, underpaid and expected to do a million things and be super flexible—during a pandemic—says a  L O T",boston,0
7,2021-03-15T00:17:26.000Z,"account Balance $1400:

me at applebee’s: “i will have your finest bees please 
”",boston,0
8,2021-03-16T23:06:22.000Z,I’d rather have 3 or 4 brothers who I know will be there no matter what happens rather than 7 or 8 friends where it’s a flip of the coin.,boston,0
9,2021-03-16T18:39:34.000Z,"I’m  

____________
|\                       \
 \|\        \///////////
   \|\        \____
     \|\                \ ag
       \|\        \///// 
         \|\       \      
           \|\       \
             \|\____\
               \////////",boston,0
10,2021-03-16T01:33:58.000Z,"bank account: $1400
me at panda express: so where do u keep the panda ? ",boston,0
11,2021-03-15T19:56:29.000Z,WHERE MY FELLOW DEMONS AT i am no longer partaking in small talk,boston,0
12,2021-03-16T20:50:13.000Z,I love my burner account,boston,0
13,2021-03-16T23:45:25.000Z,"#NewtonMA: polls close in 15 MINUTES! Head out now to cast your ballot, and if you’re in line at 8 PM, STAY IN LINE! 

#mapoli",boston,0
14,2021-03-16T01:30:45.000Z,my teacher is so cute she feels bad about us not getting a spring break so she’s getting everyone in our class gift cards to our favorite coffee shops ,boston,0
15,2021-03-15T15:20:31.000Z,"GAMEDAY RHS Boys Basketball travels to Everett tonight for another 
@LeagueBoston
 GBL showdown at 6pm!!! Livestream link will be shared shortly. Our JV team will be live streamed on RevereTV at 4pm! #PatriotPride #WE_notme",boston,0
32,2021-03-15T19:29:03.000Z,"Thrilled to see so many amazing applicants on #OrthoTwitter officially match into the world’s greatest specialty! 

Congrats! 
 

#OrthoMatch #Match2021",boston,0
33,2021-03-16T03:53:31.000Z,I would have a threesome w wisin y yandel,boston,0
34,2021-03-16T18:59:41.000Z,"Yet another great day to be gay 
 #BeYou",boston,0
35,2021-03-16T23:52:10.000Z,I AM AT MY LIMIT WITH SCHOOL,boston,0
107,2021-03-16T00:38:04.000Z,"Don’t have kids, don’t want kids, live in one of the highest taxed states in America. 

Still love the idea of checks for parents being permanent. 

I don’t need a second yearly vacation more than a child needs to not live in poverty.",boston,0
108,2021-03-16T13:58:31.000Z,"Protip: Don’t come for the music of Generation X. We have Public Enemy, which ends all discussion.",boston,0
109,2021-03-16T21:06:35.000Z,"Ok! President of 
@massteacher
 Merrie Najimy just rocked the point that drives me mad with the Baker administration on data. Highlighting #s going up divorced from the context and targets that matter!President Najimy said it doesn’t matter how many HVAC systems you delivered....",boston,0
110,2021-03-15T17:34:04.000Z,"The MBTA service cuts that are taking effect this week are unacceptable!

It’s a war on public transit!

We as legislators have the power to direct the Baker Admin. to undo these cuts — and when we take up the FY22 state budget next month, this is something I will look to pursue.",boston,0
111,2021-03-15T17:43:43.000Z,how are essential workers STILL not eligible for the vaccine in massachusetts???,boston,0
112,2021-03-16T11:36:26.000Z,This daylight savings been fucking me up since yesterday,boston,0
113,2021-03-16T00:24:47.000Z,im drunk asf at wegmans rn i just decided im irish,boston,0
114,2021-03-15T17:02:28.000Z,"“Altitude converted basketball dribbling mile” mentioned on the NCAA XC broadcast. 

Drink.",boston,0
115,2021-03-16T01:22:45.000Z,NEWTON PLEASE FIX THE ROADS,boston,0
116,2021-03-15T23:20:36.000Z,im like ok im sooo mentally ill and then i get drunk with izzie in some little boston restaurant and it’s like nvm lol,boston,0
117,2021-03-16T22:56:22.000Z,if you started the pandemic happily in a relationship and end the pandemic still happily in a relationship?? just get married already you beat the final level !,boston,0
135,2021-03-15T23:41:19.000Z,"Hands white knuckle gripping the sides of my bathroom sink, staring at my reflection in the mirror and repeating through gritted teeth “I do not need a baritone ukulele and I will not buy one. I do not need a baritone ukulele and I will not buy one. I do not need a baritone ukul",boston,0
136,2021-03-15T23:54:25.000Z,Jaden McDaniels has cleared health and safety protocols and will be available for tomorrow’s game against the Los Angeles Lakers at Staples Center.,boston,0
137,2021-03-16T03:05:53.000Z,DeJoy’s about to get Defired.,boston,0
155,2021-03-16T05:30:52.000Z,America just makes it DIFFICULT for international students to make money.,boston,0
156,2021-03-15T23:17:00.000Z,I can’t wait for the day I walk into a friggin restaurant/Bar/Casino & don’t have to wear a mask & see dividers! ,boston,0
157,2021-03-15T17:08:56.000Z,"MBTA faces $400m annual budget deficit+ridership has decreased from 58%-78% on even the busiest routes. 

I dont understand #mapoli activists decrying temporary cuts  Why are we (taxpayers) paying to run empty trains? Public transit is great. But people aren't using it right now",boston,0
158,2021-03-16T17:06:19.000Z,"When I graduated from residency in July I gained $3,000 on the PGY-3 
 PGY-4 pay scale but lost free noon conference lunches. I do not believe the math was actually in my favor on this one.",boston,0
176,2021-03-16T21:28:35.000Z,I cannot believe graduation is in TWO MONTHS!! Where did the time go!?,boston,0
177,2021-03-16T18:53:24.000Z,"As a new member of the MA Ways & Means Committee listening to testimony from the gov’s agencies Re H1 budget, it hits harder how few people in the administration’s leadership are BIPOC. Staggering really, especially given the focus on equity and poverty in these hearings.",boston,0
255,2021-03-15T22:23:48.000Z,I wrote a love scene today. It’s been so long since I’ve done that and it’s like nothing happened but everything did.,boston,0
256,2021-03-16T15:33:42.000Z,"Good morning happy #TwugTuesday 
@DonnieWahlberg
 and everyone. I'm meeting up with a bh sister at novaras in a little while 
 have a great day everyone",boston,0
257,2021-03-15T23:48:15.000Z,Congratulations to all the MS4s who matched! And to those who didn’t: keep pressing on. It’s always darkest before the dawn. #Match2021,boston,0
258,2021-03-16T22:29:10.000Z,All I do is sushi Taco Bell sushi Taco Bell,boston,0
259,2021-03-15T21:16:15.000Z,The #patriots must have gotten a boatload of that $1.9 trillion stimulus- they are spending like drunken sailers - and Im 1000% ok with it!! #StairwayToSeven #GoPats,boston,0
260,2021-03-16T16:18:30.000Z,"You will NOT believe this. Day 3. Another whole set of side effects from vaccine.

F***K!",boston,0
261,2021-03-16T22:54:51.000Z,I gotta stop being so.. Accessible.,boston,0
262,2021-03-16T11:23:02.000Z,sleeping in for me is waking up at 7 without an alarm like damn can my body rest,boston,0
263,2021-03-16T23:41:00.000Z,"My neighbor asked me if anyone ever told me I look like the singer of Linkin Park. No one ever has, but also, I’ve never seen a picture of Linkin Park. I know I’m a walking cliché, but man, I checked, and she wasn’t wrong.",boston,0
264,2021-03-16T22:30:30.000Z,"Sometimes I feel like I need to issue a blanket apology to anyone I haven’t gotten back to during this pandemic. Seriously, if you’ve called, written, emailed, or texted and I haven’t replied, I’m sorry!",boston,0
265,2021-03-16T19:45:27.000Z,"New England sports in the past 24 hours 

- Bill Belichick goes on a Free Agent spending spree. 

- LeBron James becomes a part-owner of the Boston Red Sox.",boston,0
266,2021-03-16T15:17:52.000Z,"As members of any fandom, we need to grow and learn.  We need to look to look back at past actions that may have been toxic and learn from them and grow.",boston,0
267,2021-03-16T23:48:59.000Z,"I’m in a meeting with 999 people committed to fight for justice. Celebrating 
@GBinterfaith
  refounding.",boston,0
268,2021-03-16T19:02:41.000Z,"On the anniversary of my last day working on campus, our entire system seems to have shut down. I’d say it is fitting.",boston,0
269,2021-03-15T16:47:20.000Z,"Congrats to all who matched today, particularly the ones in IM! Looking forward to see who will join #TheBrighamFamily as well as who will be paging me for cardiology consults 
@nyugrossman
  all kidding aside, I'm happy for all of you!",boston,0
288,2021-03-16T14:32:42.000Z,"Received my second dose of the #modernavaccine early this morning at 
@The_BMC
 had great conversation with nurses and staff. I was inspired by their joyous spirit this morning
#Boston
#VaccineEquity",boston,0
289,2021-03-16T02:16:05.000Z,Being an artist requires alot of discipline,boston,0
290,2021-03-16T13:39:14.000Z,Looking forward to the disaster commutes I’ll be facing on the MBTA in a couple of months when we’re all going to work in the office yet 20% of T services have been cut,boston,0
291,2021-03-15T20:06:33.000Z,"The 
@NSHockeyAcademy
 has hired Sean Tremblay as the new U18 head coach and academy advisor. Tremblay was formerly the GM/head coach of Islanders NCDC team and the Jr. Monarchs. Tremblay has a long track record of developing players for NCAA and pro hockey.",boston,0
310,2021-03-15T23:09:23.000Z,"Hey 
@DonnieWahlberg
 if you're around I could use some prayers. Had a zoom meet today about my baby BH Katie & it just went to complete crap. Doesn't look like she'll be home this year& I'm trying not to cry and let it affect me 
 could use some 
 &prayers from my sisters too.",boston,0
0,2021-03-16T19:51:41.000Z," Google 
 Therapist 
 Near me",nyc,0
1,2021-03-16T22:08:53.000Z,"“I’m broke” doesn’t mean I don’t have money, it means I’m not spending my money",nyc,0
2,2021-03-16T21:40:06.000Z,"Reminder to everyone in NYC that 
@NYCMayor
’s FY22 budget actually proposes to INCREASE NYPD budget by $196 million, while cutting sanitation, parks & youth programs. 

This is what is at stake in June. From Mayor to every single City Council seat. #BudgetJustice is on the ballot.",nyc,0
3,2021-03-16T21:22:31.000Z,I have to say — it’s been amazing to see the Repeal of the Walking While Trans Ban & now see the passage of #HALTsolitary while working for the Assembly.,nyc,0
4,2021-03-16T20:52:29.000Z,im bout to b a step dad bro fuck it ,nyc,0
5,2021-03-16T20:53:32.000Z,The stimulus check to summer beach house payments pipeline,nyc,0
6,2021-03-16T20:54:51.000Z,"Where my social workers at?  
 #SocialWorkDay",nyc,0
7,2021-03-16T20:25:07.000Z,"Looking ahead to April 
 PestoGang Discord
 Overlay tweaks
 Launch YouTube (all #VIBEwithPESTO 
 episodes will be available)
 Stream 4x a week 
#twitch #twitchstreamer #newstreamer #smallstreamer #SupportSmallStreamers #SmallStreamersConnect #gamers #goals",nyc,0
8,2021-03-16T20:59:56.000Z,Giving out free drunk texts and DMs tonight. Let me know if you want one,nyc,0
9,2021-03-16T21:17:47.000Z,I’m horny I wanna ride a skinny nigga dick ,nyc,0
10,2021-03-16T20:28:50.000Z,"“It is simply unconscionable the 
@NYGovCuomo
 is allowing correctional staff to be vaccinated in the same facility, at the same time just feet away, there are people being held against their will not being vaccinated.” - 
@TMLuongo
 
#decarcerateandvaccinate",nyc,0
11,2021-03-16T20:19:24.000Z,"A Thread On “Work-Life Balance:”

Idk if I’ve ever poured so much of myself into my work more than that Bubble after such a long WFH experience. That’s not to say I’m not passionate or hardworking in all other scenarios, but man, I just gave it my everything.",nyc,0
24,2021-03-16T22:30:32.000Z,"Amazing how the kids still come back from school singing “
 Frogs here / Frogs there / Even in his underwear 
”—our Mesorah truly is remarkable!!",nyc,0
25,2021-03-16T21:00:41.000Z,Allen Robinson can now add the Dalton-stone to his Infinity Gauntlet of awful quarterbacks,nyc,0
26,2021-03-16T20:31:41.000Z,Hey y’all just a reminder that ur productivity is not indicative of ur worth xoxo,nyc,0
27,2021-03-16T21:38:32.000Z,"Direct Deposit : $1400
Me at Madison Square Garden : Let me get two chicken tender meals",nyc,0
44,2021-03-16T21:57:58.000Z,"PUT YO MIND TO IT, PUT YO GRIND TO IT, and you too could be as smart as Candace YOU FUCKING GRAD SCHOOL GENIUS HEADASS I LOVE YOU",nyc,0
