,date,contents,city,city_in_disaster
84,2019-03-15T18:51:50.000Z,"Y’all have attitudes until you eat. 
Y’all have too big of hearts. 
Y’all always crave Chick-fil-A on a Sunday.
WE. GET. IT.
GET SOME NEW PERSONALITY TRAITS",atlanta,0
85,2019-03-15T21:31:57.000Z,War Damn Shooty Hoops ,atlanta,0
86,2019-03-15T12:04:33.000Z,White supremacy is a global evil that must be utterly destroyed by any means necessary. #NewZealandMosqueShooting,atlanta,0
87,2019-03-15T22:57:26.000Z,I love a bitch with a fat ass ,atlanta,0
88,2019-03-15T16:15:39.000Z,"You can always have more than what you’ve got, because you can always become more than who you are. The kicker is unless you change how you are, you’ll always have just what you got 
.",atlanta,0
89,2019-03-15T16:39:15.000Z,Someone posted some babies on their ig story and those babies were HIDEOUS. I reported the post,atlanta,0
90,2019-03-15T07:06:55.000Z,I wish some people would break the habit of only hitting someone up only when they need something,atlanta,0
110,2019-03-15T18:41:18.000Z,Make sure y’all paid y’all housing fee though #ASUTwitter,atlanta,0
111,2019-03-15T18:54:25.000Z,People on this app sayin' they woulda snapped on Miss Maya Angelou for demanding her respect...they got 30 year old mamas and it shows.,atlanta,0
112,2019-03-15T11:50:53.000Z,"Jeremiah 29:11
For I know the plans I have for you,"" declares the Lord, ""plans to prosper you and not to harm you, plans to give you hope and a future.",atlanta,0
113,2019-03-14T17:43:23.000Z,"In honor of 3/14 I will be accepting pies all day.. yes, pizza pies are acceptable, just none of that fruit stuff pls. Thanks, and God bless",atlanta,0
134,2019-03-15T18:54:17.000Z,Them $10 be adding up lmao,atlanta,0
135,2019-03-15T22:48:19.000Z,I hope if I ever have a jury none of these Twitter people are on it.  People love to build people up and watch them crash and burn.,atlanta,0
136,2019-03-15T14:13:54.000Z,My heart goes out to the Muslim community in New Zealand. None of us are safe if we allow this kind of hatred to go unchallenged.,atlanta,0
171,2019-03-15T14:41:29.000Z,"“Do what inspires and empowers you: policy advocacy, personal change, we need all of it. It’s a false choice to prioritize either/or.”
-
@coralsncaves
 #LeadOnClimate",atlanta,0
172,2019-03-15T00:43:12.000Z,The left is so peaceful; why would anyone need guns?  /sarcasm.,atlanta,0
173,2019-03-15T21:49:18.000Z,"just binged the whole new season of 
@QueerEye
 and have absolutely no shame about it",atlanta,0
174,2019-03-15T12:44:54.000Z,"Today, the Chamberlains no longer have student loan debt :) #hubsVictory",atlanta,0
175,2019-03-15T22:48:22.000Z,"Miami Spring Break , still will never top PCB before all the rules",atlanta,0
176,2019-03-15T12:11:16.000Z,"Self esteem is not immunity from abuse. I often find that people who lead with this conversation irritate me. Because without understanding it, they're injecting respectability politics in a space where the focus should be on the abuser.",atlanta,0
177,2019-03-15T16:25:54.000Z,The NZ shooter is what you get when the media lays out what they want to see in a mass shooting and someone decides to give it to them.,atlanta,0
178,2019-03-15T03:37:15.000Z,“When I Get Home” has some healing effects.,atlanta,0
179,2019-03-15T23:47:02.000Z,People with check marks on Twitter need to start being sued for libel.  It’s absolutely ridiculous what they get away with.,atlanta,0
180,2019-03-14T21:43:22.000Z,"Is there anyone in Hilton has a PS4 setup and want to play SFV now?

#FR2019",atlanta,0
202,2019-03-15T03:29:39.000Z,Ughh im ready for the chilling adventures of sabrina 2 bome back ,atlanta,0
203,2019-03-15T16:59:27.000Z,Don’t put that mosque shooting video on my tl. Please and thank you.,atlanta,0
204,2019-03-15T18:21:46.000Z,"It’s liberating being single; knowing that nothing/no one has the power to influence my emotions w/out my consent. This is key to being stress-free, promoting longevity & a healthier lifestyle. I’m on an endless journey of self-discovery & healing & not a soul will disrupt me.",atlanta,0
205,2019-03-15T03:57:19.000Z,"Tesla botched the Y reveal. 
lousy color. not enough lighting. crowded with all the other models.",atlanta,0
226,2019-03-15T20:04:33.000Z,"The worst part of being in HR is sending a thoughtful, empathetic email when you really want to say stop being so damn lazy, you asshat.",atlanta,0
227,2019-03-15T22:12:51.000Z,"I’ll hit you up consistently for a few days then one day I won’t hit you up to see if you’ll hit me up first lol 

Yeah.... That rarely works in my favor ",atlanta,0
228,2019-03-15T04:42:28.000Z,i have a love hate relationship with oatmeal creme pies,atlanta,0
249,2019-03-15T14:48:59.000Z,"It’s important to change your light bulbs, but it’s more important to change your laws. 
-
@algore
 #LeadOnClimate",atlanta,0
250,2019-03-15T23:17:27.000Z,i need to have another boston show ASAP to cleanse myself of these southern shows,atlanta,0
251,2019-03-15T19:49:55.000Z,You can’t just send one beat and expect to get a placement,atlanta,0
284,2019-03-15T03:59:19.000Z,"nobody:

me: let me drive da boat",atlanta,0
285,2019-03-15T12:35:55.000Z,"This #NZMosqueShooting has me fucked up. My ex-bf was Muslim and grew up in Papua New Guinea. He came to GT and studied ISYE and is about to get his MBA next year. With some little twist, that could have been him. 

Everybody has a story. It’s tragic when they are cut short.",atlanta,0
286,2019-03-15T19:48:08.000Z,Need a girl that plucks wigs in ATL . Paid opportunity DM ME,atlanta,0
287,2019-03-15T20:36:28.000Z,How often do you guys buy something that makes you money ?,atlanta,0
288,2019-03-15T18:05:52.000Z,"me & 
@captainwhitlock
 project is bout to be insane. if y’all haven’t heard anything by me this is the one y’all are going to need to hear.",atlanta,0
289,2019-03-15T17:38:36.000Z,"I’ve put microphones on a billionaire, an Oscar winner, and in a few months I get to add horror icon to the list ",atlanta,0
290,2019-03-15T17:14:10.000Z,I need the obituary tutorial brah @kamgotthat,atlanta,0
291,2019-03-15T18:54:36.000Z,"Today is my last day at 
@algolia
. After over four wonderful years, it’s time for a new adventure. Thank you Algolians... you have made my life so full. 
 Keep that rocket-ship goin! Love you all!",atlanta,0
292,2019-03-15T20:47:09.000Z,Who knew stopping at a red light would make someone almost run you off the road and make them get out of their car to come up to you and threaten your life. Hold up while I go buy myself a pistol real quick.,atlanta,0
312,2019-03-15T18:46:06.000Z,Really want to drop everything and move to San Diego...,atlanta,0
313,2019-03-15T20:57:38.000Z,How far are you willing to take it ?,atlanta,0
314,2019-03-15T17:55:33.000Z,My life is one big ass joke lmaoooo. Not in a depressing way either lol,atlanta,0
315,2019-03-15T20:49:22.000Z,"fun fact: Delta was originally just a pet project so I could learn Swift; I never intended to release it

if Swift had never been announced, Delta wouldn’t exist ",atlanta,0
335,2019-03-15T11:22:38.000Z,"Atlanta for a hot second 
 ",atlanta,0
336,2019-03-15T07:21:26.000Z,"ORLANDO SATURDAY 
@SoundbarOrl",atlanta,0
337,2019-03-15T21:01:39.000Z,Im not gonna lie the 1% of the time I get to eat breakfast i notice my day goes really well,atlanta,0
338,2019-03-15T20:43:50.000Z,Miami during spring break really for people in school. I would be so irritated if I went to Miami and the beach was bombarded by broke ass college students eating chicken nuggets and scream city girls ,atlanta,0
339,2019-03-15T17:20:25.000Z,"From the desk of 
@BlacklistUno
 Our Supreme Leader who reminds me to tell you that he loves you all except 
@WAHuckaby
Dictated not read

Its paycheck Friday $#**&! (Word omitted)

Make sure that you get your tickets for

COMBAT WRLD 4

$10 Online only until Monday 3/18
(1 of 3)",atlanta,0
360,2019-03-15T14:11:14.000Z,So bc my hair got lost instead of spending $150 on hair I’m now spending almost $400 not including install. This y u can’t support black ppl,atlanta,0
378,2019-03-15T21:30:31.000Z,"Looking for ChunLi player who can practice with me tonight, thanks!",atlanta,0
403,2019-03-15T13:08:10.000Z,self happiness is the best happiness,atlanta,0
404,2019-03-15T05:20:12.000Z,It is HOT in Atlanta,atlanta,0
405,2019-03-14T23:49:48.000Z,"ATTN: In a few moments, #NoAbortionBansGA Press Conference on HB481 will go live shortly on our NAPAWF FB Page with a response on the hearing today! 
@ARC_Southeast
@ACLUofGA
@FWHC
@NARALGA
@NAPAWF
@PPSE_Advocates
@SisterSong_WOC
@URGE_org
@WomenEngaged
 
@SPARKRJNOW",atlanta,0
406,2019-03-15T17:13:17.000Z,"A courageous activist named 
@Delo_Taylor
 has the full manifesto of the alleged #NewZealandShooting killer. I know some feel he shouldn't be given attention but I feel it's important to understand and root out the philosophy behind these atrocities and others like it.",atlanta,0
407,2019-03-15T23:22:13.000Z,Holy fuck what a pass by Cremo. That is astonishing.,atlanta,0
408,2019-03-15T05:32:22.000Z,WHERES EVERYONE ATTTTTT,atlanta,0
409,2019-03-15T11:56:52.000Z,No stress.,atlanta,0
0,2019-03-15T23:59:54.000Z,The Big East conference tourney with a sold out Madison Square Garden is the most visually impressive of all the NCAA postseason tournaments. I’ve been watching all of them this week and it’s not even close. #pcbb,fukishama,0
1,2019-03-15T23:59:41.000Z,ever speed by the drivers ed cars on the road and wonder if the instructor is pointing out your car to the student saying “that’s EXACTLY what you’re not supposed to do” bc same,fukishama,0
2,2019-03-15T23:59:51.000Z,My parents had it coming #ThingsBatmanNeverSaid,fukishama,0
3,2019-03-15T23:59:42.000Z,"The Family is not only an institution, but a foundation, the foundation of nearly all institutions.",fukishama,0
4,2019-03-15T23:59:45.000Z,Putting on tyes shoes makes me feel like I’m 7 putting on my dads shoes to go start the car.,fukishama,0
5,2019-03-15T23:59:50.000Z,We live our own lives. So don't judge/compare/criticize,fukishama,0
6,2019-03-15T23:59:42.000Z,There’s a baby on this plane and it was laughing very hard and then promptly burst into tears with absolutely zero notice and honestly that’s a big mood,fukishama,0
7,2019-03-15T23:59:47.000Z,"Went to a new salon today and Sucker by 
@jonasbrothers
 came on the radio and everyone started singing along. New favorite place? I think yes.",fukishama,0
8,2019-03-15T23:59:52.000Z,I’m so dramatic I drink a whole bottle of water to swallow 1 tablet,fukishama,0
9,2019-03-15T23:59:42.000Z,I haven't been on Canvas once this entire spring break and at this point I'm too afraid to look at the assignments and tests I have coming back.,fukishama,0
10,2019-03-15T23:59:46.000Z,"correct me if i’m wrong but Yellow is a beautiful color, especially on a girl ",fukishama,0
11,2019-03-15T23:59:44.000Z,Missing the homies a lil extra today ,fukishama,0
12,2019-03-15T23:59:44.000Z,"Underrated Kpop Main Vocals you NEED to listen to, A thread ",fukishama,0
13,2019-03-15T23:59:58.000Z,Random fact about me: I didn’t cry coming out of the womb I did the Eagle cry from the Kumbia Kings. Ahhhahhh ahhhahhh ,fukishama,0
14,2019-03-15T23:59:36.000Z,( winston voice ) gay rights!,fukishama,0
15,2019-03-15T23:59:47.000Z,This is the Jimmy Butler the Sixers traded for.,fukishama,0
16,2019-03-15T23:59:53.000Z,remember when champion was the brand that your mom got you from kohl’s and it was ugly and you refused to wear it and now i just spent 75$ on a hoodie from them? i member,fukishama,0
17,2019-03-15T23:59:47.000Z,Now that I’m officially on spring break I’m gonna take the time to actually cry and pour my lungs out,fukishama,0
36,2019-03-15T23:59:42.000Z,Being drunk at the beach sounds fantastic but also being cuddled up in bed ugh I want it alllllll pleassseee UwU,fukishama,0
37,2019-03-15T23:59:51.000Z,"I was not emotionally prepared to watch the Aily Zirkle  Netflix loser episode. The snow mobile seen is 
 #uglydogs  why did no one warn me.  Overall a great episode but damn that hit me in the feels",fukishama,0
70,2019-03-15T23:59:52.000Z,Cloudy apple juice is the uncut dick of apple juices,fukishama,0
71,2019-03-15T23:59:47.000Z,Today be sure to #FF the old cat that lives in the alley and has the face of a man.,fukishama,0
72,2019-03-15T23:59:35.000Z,"I love men but I will continue to unapologetically hold y’all accountable 

Just like ya’ll do women.",fukishama,0
73,2019-03-15T23:59:41.000Z,"Oh yeah? Well riddle me THIS!

*grabs crotch

#ThingsBatmanNeverSaid
@KaceyecaK",fukishama,0
74,2019-03-15T23:59:52.000Z,Synonym for boyfriend: long-term booty call,fukishama,0
75,2019-03-15T23:59:43.000Z,"With 4:15 remaining in second quarter:

Lakers: 35, Pistons: 32.",fukishama,0
76,2019-03-15T23:59:44.000Z,"I don't like sand. It's coarse and rough and irritating and it gets everywhere. #ThingsBatmanNeverSaid 
@efoxband
 @starwars",fukishama,0
77,2019-03-15T23:59:37.000Z,How much does a TC cost?,fukishama,0
78,2019-03-15T23:59:50.000Z,"I never would've graduated high school without my parents' love and support

#ThingsBatmanNeverSaid",fukishama,0
79,2019-03-15T23:59:44.000Z,"God is the All-Glorious One.  He is Beauty, He is Love, and He is Majesty.  He does not simply show us those things, He IS those things. 

Any sliver of beauty or speck of love or glimpse of majesty in a human being points to Him, reminds us of Him and gives Him glory.",fukishama,0
99,2019-03-15T23:59:44.000Z,Self love is powerful,fukishama,0
100,2019-03-15T23:59:53.000Z,"I saw ""Angel Hernandez"" trending on U.S. Twitter, thought to myself ""wait but it's only March, dude it's Spring Training"" and I WAS NOT DISAPPOINTED.

Literally the worst umpire in baseball.",fukishama,0
101,2019-03-15T23:59:59.000Z,#ThingsBatmanNeverSaid Robin you drive,fukishama,0
120,2019-03-15T23:59:49.000Z,"To out rule the hate in the world, we all need to project more LOVE; LOVE is what we need in the world; more LOVE",fukishama,0
121,2019-03-15T23:59:47.000Z,Gonna go jay Shetty and become a monk after uni,fukishama,0
122,2019-03-15T23:59:57.000Z,Albums hit different when you haven’t heard them in a minute!!,fukishama,0
123,2019-03-15T23:59:53.000Z,"Day 49 of #100DaysOfCode. Worked on Ajax Javascript today (post and get requests). I’m definitely going to commit more time to it and as I’ve finished the 
@Codecademy
 course, I can’t wait to try something else / new. I need a bit of a change in terms of my learning methods!",fukishama,0
142,2019-03-15T23:59:50.000Z,"Oh one more puzzler...
Why do so many original termed ""gay"" areas in big cities eventually become the most trendy places to live, work, hang-out? 
And they all become meccas for diversion

NYC, PDX, Austin, Minneapolis, Washington DC, Boston, Denver, Seattle to name a few",fukishama,0
143,2019-03-15T23:59:50.000Z,"Detox your life by clearing out fake friends, dead-end jobs and players posing as our significant other.",fukishama,0
144,2019-03-15T23:59:58.000Z,"Do you believe Trump, along with Boeing and the FAA, is responsible for the hundreds of lives lost in the Boeing Max crashes?
 Please retweet - thank you",fukishama,0
210,2019-03-15T23:59:43.000Z," #FavRamdom  
Capa OF (publica)  
Origins OP
Kit Alter 
% OP
Netflix Premium HD
Follow 
@YoelitoAlts_
 @MeikersAlts
 @ErnesAlts
 @MaxiAccounts
 @xDarKLegiT
 @TuertosAlts
[ 
 & 
 ]
 
End 25 FAV [
] ",fukishama,0
211,2019-03-15T23:59:56.000Z,While erybody out here goin broke for spring break I’m finnuh be runnin it up stackin my shit !,fukishama,0
212,2019-03-15T23:59:49.000Z,unfollow me if u think more guns is the answer to preventing mass shootings,fukishama,0
213,2019-03-15T23:59:42.000Z,"hi hello can i get uhhHhHhhHHHhhhHhhh....

REFUND ON LIFE PLS???",fukishama,0
214,2019-03-15T23:59:50.000Z,"I understand the people who attended the Dublin show but why scream bad things to Nicki? It's not her fault. The people who did that aren't Barbz. I understand them but Nicki isn't guilty.
@NICKIMINAJ
 I want to hug you. I love you ",fukishama,0
215,2019-03-15T23:59:43.000Z,"Psalm of the day ""Blessed are they who follow the law of the Lord""
#ALDUB44thMonthsary
@elaineRequina2x
 @brownsugar0105
 @QueenMariah28
 @OctNov_0503
 @paul22030828
 @marge0330
 @elekmyco
 @ToyAquino
 @demesa_ian
 @BBLonia22
 @eilesor127hk
 @13banch
 @Xanne_67
 @wieanciano73
 @marichotabelina",fukishama,0
216,2019-03-15T23:59:46.000Z,"Although the season is spent as rivals, a huge congrats is needed for 
@DalTigers
 WVB & 
@RicoScott6
. A 
@USPORTSca
 QF 3-0 W over a tough Montreal team isn’t just great news for them, but for all of us here in the 
@AUS_SUA
 ! Best of luck in the SF and bring home some hardware! ",fukishama,0
217,2019-03-15T23:59:37.000Z,"All right. I'm watching Kyle finally getting some.
#YR",fukishama,0
218,2019-03-15T23:59:50.000Z,"Decided to get out of my office and read/review new picture books on the playground. Kids immediately swarmed around me and asked if I’d read to them. Made my day! I think I’ll try to do recess read aloud every week 
 #LibraryLife #BestJobEver",fukishama,0
219,2019-03-15T23:59:47.000Z,the worst thing about the centrist dad types is that all they want is for someone to acknowledge their uninformed opinions on things by default and have someone 'debate' them when the conversation is miles ahead of them and they refuse to even read basic background on the issues,fukishama,0
233,2019-03-15T23:59:42.000Z,hey clur would chasing storebrand mucinex with a vodka soda maybe be a mistake? —my liver,fukishama,0
234,2019-03-15T23:59:51.000Z,"Hockey, the bad season of true detective, grape nuts cereal, spanx, Snoopy’s Hot Dogs N More, mountains, and hotel WiFi login portals. These are just a sample of things that will be irrelevant after the inevitable heat death of the universe.",fukishama,0
235,2019-03-15T23:59:39.000Z,i bet grayson’s on his stupid phone going through his timeline but not liking anything or tweeting when he SHOULD,fukishama,0
236,2019-03-15T23:59:55.000Z,"It’s hard for a Tiger to change his stripes. 
#CharacterCounts",fukishama,0
252,2019-03-15T23:59:52.000Z,"I'm going to eat you alive 
#findom",fukishama,0
253,2019-03-15T23:59:59.000Z,I’m a hard liquor person but wine is really growing on me,fukishama,0
254,2019-03-15T23:59:46.000Z,How horrible does it feel when u burn top of ur mouth,fukishama,0
255,2019-03-15T23:59:50.000Z,"The past 2 #freelance wks? 2 job interviews, one FT; one PT. Asked to pitch a major magazine, sent longform pitch. Four (paid) blog posts + sourcing/interviewing. Pitch rejected by digital editor. Pitched 2 essay ideas to another digital editor. Touched base w former client. ",fukishama,0
273,2019-03-15T23:59:59.000Z,I rather be decked out in Walmart and Payless and be in Bali than be in balenciaga In Houston but I believe experiences > the drip or whatever every damn time,fukishama,0
274,2019-03-15T23:59:59.000Z,"When I take eggs out of a container, I don’t take them out in a row. I take them out so the container stays balanced. Back left, front right, etc. Makes it more interesting. Who’s with me?",fukishama,0
302,2019-03-15T23:59:48.000Z,"""Oh no, the serial killer has cornered us!"" a woman says.

""Actually, this is a spree killer,"" corrects the man she is with. ""To be a serial killer he would have to be operating over an extended period of time."" His head is then lopped off.",fukishama,0
303,2019-03-15T23:59:58.000Z,Shocking Vibes 90s saxophone production >,fukishama,0
304,2019-03-15T23:59:46.000Z,If there is a better scenic driving record than Bon Iver’s self title someone needs to tell me,fukishama,0
305,2019-03-15T23:59:44.000Z,"I just realized with Reach coming to MCC I’ll have to beat it on legendary AGAIN.
Fuck.",fukishama,0
306,2019-03-15T23:59:59.000Z,Feel sick. Heading out to have the other cats checked at the vet.,fukishama,0
307,2019-03-15T23:59:41.000Z,"Kinda ""tired"" of everyone griping about the time change. I like it",fukishama,0
308,2019-03-15T23:59:47.000Z,"i had a dream that me and my friends were all meeting up for the bts concert and i started crying bc i was seeing 
@iziinatizzy
 after years and finally meeting 
@bestofmejjk
 and 
@moonnfairy
!! imagine my disappointment after me remembering this ",fukishama,0
309,2019-03-15T23:59:52.000Z,"Thank you for my recent followers #FF @JenTusch2 
@djz1158
 @MoreApplication
 @rxcbd1 @DianaCassese25 
@Beaufort_Gage
 @TheGmangg69
 @Lady_hash 
@peh53
 @76Jeff
 @cm_spiced
 @WealthMarcus
 @jamesaquilone
 @S1xp4ck
 @mrsunil58
 @AmusoLisa
 @DonnaMadras
 @cravin4",fukishama,0
310,2019-03-15T23:59:36.000Z,What we do next is important. What we do next will show that we're genuine about not wanting this to be 'our nz'. I believe we can ,fukishama,0
329,2019-03-15T23:59:39.000Z,i have been playing pokemon games my entire life and i have never caught or even seen a shiny . either everyone is lying to me or i am just supremely unlucky,fukishama,0
330,2019-03-15T23:59:56.000Z,if anyone wanna help me get limelight tomorrow by all means please help a sister out i need it,fukishama,0
331,2019-03-15T23:59:45.000Z,Hey @JasperDrag0n keeps on calling me a popufur and if you feel like it pls go dunk on this nerd.  He needs a proper bullying.,fukishama,0
332,2019-03-15T23:59:34.000Z,yall i miss ian and mickey,fukishama,0
351,2019-03-15T23:59:40.000Z,I was about to go bed then I realised all my makeup is still on my bed from my look lmao true booty guru,fukishama,0
352,2019-03-15T23:59:52.000Z,Mansur got dressed up for dinner and flew in his outfit cause our flight was delayed an hour. I still wore sweatpants and a t shirt. We're stopping at Cullen's before dinner anyway. ANOTHER WIN FOR ME,fukishama,0
353,2019-03-15T23:59:42.000Z,What’s everyone watching this weekend!,fukishama,0
354,2019-03-15T23:59:50.000Z,"Kidding aside, the “load management” thing in the NBA is really lame. Crowd here is probably twice the size because of LeBron, his one visit here. You do carry an extra load as a superstar, and you should respect it by playing.",fukishama,0
0,2019-03-15T18:43:47.000Z,We should be more afraid of a white man with a gun than a Muslim man with morals..,austin,0
1,2019-03-14T20:43:32.000Z,Is a grilled cheese an American style quesadilla or is a quesadilla a Mexican style grilled cheese????,austin,0
2,2019-03-15T16:37:18.000Z,Don’t let the Pavilions flood distract you from the fact that Noah Corn hasn’t sent a late night Mapworks email all year,austin,0
3,2019-03-15T06:45:08.000Z,Alright if you're coming to an FSA party to creep on girls let me just tell you a.) You're mistaken and b.) me and the WHOLE ORG best be coming for you,austin,0
4,2019-03-15T01:48:12.000Z,"i jus wanna love on errybody, everyone deserves luvvvv",austin,0
5,2019-03-15T01:16:51.000Z,one time I got this guy I thought was really cute for peer reviewing and so I tore apart his paper because obviously men love powerful women,austin,0
6,2019-03-15T17:32:27.000Z,"today my french prof informed us that she casually has over 9,000 pinterest followers and then proceeded to skip our lesson for the day and let us all rant about the admissions scandal..elle est ma favorite",austin,0
7,2019-03-15T05:59:22.000Z,"If you don’t listen to 
@TierraWhack
 by now you should. Best performer at SXSW tonight.",austin,0
8,2019-03-15T21:37:58.000Z,Restroom line in #FADERFORT is longer than actual line to get into #FADERFORT .. #Sxlines #SXSW2019,austin,0
9,2019-03-15T01:28:53.000Z,"#maddow Hey there trolls - just wanted to say thanks for boosting the #maddow hashtag. And actually watching the show, boosting her ratings, that is so generous of you! Be sure you ask Vlad for a bonus.",austin,0
10,2019-03-14T19:42:56.000Z,"A 100-player free-for-all dating sim.
Tokimeki Memo-Royale",austin,0
11,2019-03-15T17:10:15.000Z,TOP 5 films of #SXSW 1) BOOKSMART 2) the second time I saw BOOKSMART 3) THE ART OF SELF DEFENSE 4) OLYMPIC DREAMS 5) STUBER,austin,0
12,2019-03-15T16:17:41.000Z,"So 
@GCYoungblood
 of 
@TankeeGaming
 just gave the best analogy for the popularity of #eSports. “How many people watch the #SuperBowl? Now, how many have even played touch football in the past 5 years?” #SXSW⁠ ⁠",austin,0
13,2019-03-15T09:04:41.000Z,"Thank you all again for making my stream so special 
@eXiqte
 GG's man 
 Love grinding with you, brother 
@halo
 invitational at #SXSW2019 tomorrow 
Night night 
#LuxStreamTeam
#BWNSFT
#TBG",austin,0
14,2019-03-15T15:31:10.000Z,Another great morning at spring practice in Austin #HookEm ,austin,0
15,2019-03-15T02:15:27.000Z,reading about lovelessness at the gig,austin,0
32,2019-03-15T18:11:37.000Z,"This month man... women are great, that’s all I have to say. WE ARE GREAT.",austin,0
33,2019-03-15T21:53:52.000Z,"Popular culture was within itself an educational force in the black studies and black power movement -  Dr. Dara Walker on 
@BlackStudiesUT
 faculty 
@drashleyfarmer
 panel at #BlackStudiesat50",austin,0
34,2019-03-15T23:49:49.000Z,Hippest SXSW venue is HEB at Oltorf and Congress.,austin,0
35,2019-03-14T04:20:45.000Z,BRB CRYING BC CHUNGHA TIME #SXSW2019,austin,0
68,2019-03-15T13:44:28.000Z,"It’s so important to be present. Stop wishing you were at a different place in life and be where you are. Bring your best self to your current situation and stop fantasizing about who you want to be, and be who you need to be. Where you are will bring you to the next. Be there.",austin,0
69,2019-03-15T19:59:18.000Z,Pussy ass niggas got me feeling like I can’t be touched.,austin,0
70,2019-03-15T09:17:13.000Z,RIP PHELPER,austin,0
71,2019-03-15T04:11:07.000Z,I’m just gonna punch a fucking wall for a few minutes if that’s okay with everyone.,austin,0
72,2019-03-15T19:58:47.000Z,A bitch is bookeddddd,austin,0
73,2019-03-15T13:32:18.000Z,Dead Ass chillin at Sway in the morning rn ,austin,0
74,2019-03-14T20:53:19.000Z,lol got a free pair of headphones that cost as much as my rent today from playing a show at sxsw,austin,0
75,2019-03-14T21:39:49.000Z,FRANK OCEAN IS DOWNTOWN!!!,austin,0
76,2019-03-15T23:48:03.000Z,"GG’s Lux, we won 3-0! Now in the winners finals and don’t play till Sunday. #Tox",austin,0
96,2019-03-15T04:46:02.000Z,bruh im so happy. ,austin,0
97,2019-03-15T21:15:21.000Z,drinking a topo chico with a lime and reading about flat earth at the gig,austin,0
98,2019-03-15T22:21:27.000Z,I don’t like when people comment on how much I’m on my phone. I make 6 figures from keeping my phone in my hand what do you do? Still on your mama plan commenting on my business.,austin,0
99,2019-03-15T06:17:42.000Z,"LIZZO FOR PRESIDENT IN 2020
#SXSW",austin,0
120,2019-03-15T07:46:13.000Z,"Prayers for victims and families in New Zealand, this is so terrible ",austin,0
121,2019-03-14T19:47:35.000Z,"SPOTTED: CUCO (
@Icryduringsex
) with his mom walking down Trinity St. next to the Convention Center! #SXSW ",austin,0
122,2019-03-14T23:22:56.000Z,"Damn Yeezy, where the hell you been?",austin,0
123,2019-03-14T19:44:26.000Z,It’s okay to be your own biggest fan,austin,0
124,2019-03-15T00:52:23.000Z,Have your gay friend aggressively hit on that creepy straight dude and watch him suddenly understand boundaries.,austin,0
146,2019-03-15T19:03:38.000Z,Anyone else just spontaneously crying while listening to rnz?,austin,0
147,2019-03-15T18:51:17.000Z,"on our way to 
@TheCurrent
’s sxsw party to challenge them to a game of kickball",austin,0
181,2019-03-15T23:56:45.000Z,"GGs to LUX, won the series 3-0! In winners finals now but don’t play until Sunday",austin,0
182,2019-03-15T17:15:50.000Z,This has been a really rough week but sometimes things don’t happen so that other things can,austin,0
183,2019-03-15T05:29:12.000Z,"if you’re working a show or event, dont use artists green room/space to talk about/compare/discuss favorite/least favorite performances in front of other artists. it’s weird and rude and believe it or not we’re actually not there to impress you.",austin,0
184,2019-03-15T17:01:01.000Z,"We wanna drop somebody’s next EP!
We will be doing promo, a music video, and set up a release party for your project! 

All cirtousy of E2$
DM for more info

#Killeen #Austin #SanMarcos #SanAntonio",austin,0
185,2019-03-15T13:09:44.000Z,"Message to sadists: it’s important to gauge your partner’s limits before a scene. Just because she/he handled what you’ve dished out in the past, doesn’t mean they can handle that today.",austin,0
186,2019-03-15T07:09:25.000Z,I just got a shot of Henny from Blueface,austin,0
187,2019-03-14T03:53:03.000Z,"Hey 
@twitter
 thanks for not giving up on us today like the other guys...",austin,0
188,2019-03-14T23:53:03.000Z,"I’ve been trapped in South Austin for the last two hours and now I’m debating to get a haircut at Fast Freddy’s, eat Chili’s and get room at the Red Roof Inn.",austin,0
189,2019-03-15T16:17:59.000Z,"#Collaboration over competition... always. 
 We can do so much more together than on our own. 
@i_Am_Natalie_B
 @TiffanyKairos
 @torierobinson10
 @SYAdventurers 
@EpilepsyNigeria
 @saaimali_
 @myepilepsystory
 @jessicaksmith
 @NinaMago100
 @alyrical
  #epilepsy #changemakers #synergy",austin,0
209,2019-03-14T15:58:03.000Z,"Another great year of #SXSW has wrapped for me, and with that, my top five films:

5. The Art of Self-Defense
4. Us
3. Little Monsters 
2. Good Boys
1. Booksmart

Honorable mention goes to Greener Grass.",austin,0
210,2019-03-15T13:44:14.000Z,y’all ever woke up n a diff city or state & completely forgot y’all was there ? that shit jus happened to me ,austin,0
228,2019-03-15T16:25:01.000Z,RIP Johnny “Lam” Jones ,austin,0
229,2019-03-15T16:19:03.000Z,"i wrote a thing

about a man named kofi

and men named ron, ahmed, bobby

and a woman named sasha

and a team named harlem

i hope to share it with you soon.",austin,0
230,2019-03-15T17:25:15.000Z,If you thrive off creating/ flowing like I do.....I know it sucks if you go hours or days just not feeling it and not being productive but it’s okay it’s literally part of the process.,austin,0
246,2019-03-15T04:41:08.000Z,"Hey 
@methodman
 I wrote a song about u kinda. Wanna do a verse?",austin,0
247,2019-03-15T02:03:36.000Z,APRIL 19TH!! BE PREPARED!!!  #Afrodisiac2,austin,0
248,2019-03-15T22:45:12.000Z,"I prayed for safety for my neighbors at their Mosque today. I’m grateful for their welcome. After, we talked about the difficulty of raising teenage boys. One said, “we must bring them here often so they learn Quran—so they learn the real teaching and not all the stuff online”",austin,0
